Software,RP Name,Software's Web Page,Software Documentation/Link,Example Software Use (link)
hisat2,"aces, anvil, bridges-2, expanse, faster",https://daehwankimlab.github.io/hisat2/,https://daehwankimlab.github.io/hisat2/manual/,"https://daehwankimlab.github.io/hisat2/howto/ . https://daehwankimlab.github.io/hisat2/manual/#getting-started-with-hisat2 , https://training.galaxyproject.org/training-material/topics/transcriptomics/tutorials/rna-seq-reads-to-counts/tutorial.html"
hmmer,"aces, anvil, bridges-2, faster",http://hmmer.org/,http://hmmer.org/documentation.html,"http://eddylab.org/software/hmmer/Userguide.pdf , https://github.com/EddyRivasLab/hmmer/blob/master/documentation/userguide/tutorial.tex "
homer,"anvil, bridges-2",http://homer.ucsd.edu/homer/,http://homer.ucsd.edu/homer/introduction/programs.html,"http://homer.ucsd.edu/homer/basicTutorial/index.html , http://homer.ucsd.edu/homer/motif/index.html "
homopolish,anvil,,,
horovod,"aces, faster",https://horovod.ai/,https://horovod.readthedocs.io/en/stable/,"https://horovod.ai/getting-started/ , https://horovod.readthedocs.io/en/stable/summary_include.html#usage , https://horovod.readthedocs.io/en/stable/summary_include.html#guides "
hossedu,faster,,,
how_are_we_stranded_here,anvil,,,
hpc toolkit,jetstream,http://hpctoolkit.org/,http://hpctoolkit.org/documentation.html,"http://hpctoolkit.org/manual/HPCToolkit-users-manual.pdf , http://hpctoolkit.org/training.html "
hpc-x,aces,,,
hpctoolkit,anvil,http://www.hpctoolkit.org/,http://hpctoolkit.org/documentation.html,"http://hpctoolkit.org/manual/HPCToolkit-users-manual.pdf , http://hpctoolkit.org/training.html "
hpcx,darwin,,,
hpl,"expanse, faster",,,
hprc_utils,aces,,,
htop,"delta, faster, ookami",https://htop.dev/,https://linux.die.net/man/1/htop,"https://www.tecmint.com/htop-linux-process-monitoring/ , https://www.geeksforgeeks.org/using-htop-to-monitor-system-processes-on-linux/ "
htseq,"aces, anvil, faster",,,
htslib,"aces, anvil, bridges-2, expanse, faster",https://www.htslib.org/,https://www.htslib.org/doc/,"https://github.com/samtools/htslib/blob/develop/htslib/hts.h , https://www.htslib.org/howtos/headers.html "
htstream,anvil,,,
https,faster,,,
humann,"aces, anvil",,,
hunspell,"aces, faster",,,
hwloc,"aces, anvil, darwin, delta, expanse, faster, kyric, ookami",https://www.open-mpi.org/projects/hwloc/,https://www.open-mpi.org/projects/hwloc/doc/v2.10.0/,https://www.open-mpi.org/projects/hwloc/tutorials/
hyper-shell,anvil,,,
hyperopt,aces,https://github.com/hyperopt/hyperopt,https://hyperopt.github.io/hyperopt/,"https://hyperopt.github.io/hyperopt/tutorials/01.BasicTutorial/ , https://github.com/hyperopt/hyperopt/wiki/FMin "
hyphen,faster,,,
hyphy,anvil,,,
hypo,anvil,,,
hypothesis,"aces, faster",https://github.com/HypothesisWorks/hypothesis,https://hypothesis.readthedocs.io/en/latest/,"https://hypothesis.works/articles/getting-started-with-hypothesis/ , https://hypothesis.works/articles/incremental-property-based-testing/ , https://hypothesis.readthedocs.io/en/latest/quickstart.html#where-to-start , https://hypothesis.readthedocs.io/en/latest/examples.html "
hypre,"aces, expanse, faster, stampede3",https://github.com/hypre-space/hypre,https://hypre.readthedocs.io/en/latest/,"https://hypre.readthedocs.io/en/latest/ch-intro.html#getting-more-information , https://github.com/hypre-space/hypre/tree/master/src/examples , https://github.com/hypre-space/hypre/wiki/Coding-Style "
iccifort,faster,,,
iccifortcuda,faster,,,
icu,"aces, faster",https://icu.unicode.org/,https://unicode-org.github.io/icu/,"https://unicode-org.github.io/icu/userguide/icu/howtouseicu.html , https://icu4c-demos.unicode.org/icu-bin/icudemos"
icu4c,"darwin, kyric",https://icu.unicode.org/,https://unicode-org.github.io/icu/,"https://unicode-org.github.io/icu/userguide/icu/howtouseicu.html , https://icu4c-demos.unicode.org/icu-bin/icudemos"
idba,anvil,,,
idev,stampede3,https://tacc.utexas.edu/research/tacc-research/idev/,https://docs.tacc.utexas.edu/software/idev/,https://docs.tacc.utexas.edu/software/idev/#examples
idl,"darwin, expanse, stampede3",https://www.nv5geospatialsoftware.com/Products/IDL,https://www.nv5geospatialsoftware.com/docs/using_idl_home.html,"https://www.nv5geospatialsoftware.com/docs/Command_Line_Options_for.html , https://www.nv5geospatialsoftware.com/Learn/Videos/Video-Detail/PID/10263/mcat/18999/acat/2/evl/0/nsw/a/EDNSearch/idl"
igenomes,anvil,,,
igprof,aces,,,
igv,"anvil, faster",https://igv.org/,https://igv.org/doc/desktop/#UserGuide/advanced/command_line/,"https://www.youtube.com/channel/UCb5W5WqauDOwubZHb-IA_rA , https://igv.org/doc/desktop/#QuickStart/#2-load-a-reference-genome "
iimkl,faster,,,
iimpi,"aces, faster",https://docs.easybuild.io/api/easybuild/toolchains/iimpi/,https://docs.easybuild.io/api/easybuild/toolchains/iimpi/,
iimpic,faster,,,
imageio,"aces, faster",https://github.com/imageio/imageio,https://imageio.readthedocs.io/en/stable/,https://imageio.readthedocs.io/en/stable/examples.html
imagej,"aces, faster",https://imagej.net/,https://imagej.net/ij/docs/guide/,"https://imagej.net/tutorials/ , https://imagej.net/imaging/ "
imagemagick,"aces, delta, expanse, faster, ookami",https://imagemagick.org/index.php,https://imagemagick.org/script/command-line-tools.php,https://imagemagick.org/Usage/
imake,aces,,,
imath,"aces, faster",https://github.com/AcademySoftwareFoundation/Imath,https://imath.readthedocs.io/en/latest/,https://imath.readthedocs.io/en/latest/concepts.html
imb,kyric,https://imbalanced-learn.org/stable/,https://imbalanced-learn.org/stable/references/index.html#api,"https://imbalanced-learn.org/stable/user_guide.html#user-guide , https://imbalanced-learn.org/stable/install.html#getting-started , https://imbalanced-learn.org/stable/auto_examples/index.html#general-examples "
imbalanced-learn,aces,https://imbalanced-learn.org/stable/,https://imbalanced-learn.org/stable/references/index.html#api,"https://imbalanced-learn.org/stable/user_guide.html#user-guide , https://imbalanced-learn.org/stable/install.html#getting-started , https://imbalanced-learn.org/stable/auto_examples/index.html#general-examples "
imkl,"aces, faster",https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl.html,https://www.intel.com/content/www/us/en/docs/onemkl/developer-reference-c/2024-1/overview.html,"https://github.com/oneapi-src/oneAPI-samples/tree/master/Libraries/oneMKL/matrix_mul_mkl , https://github.com/oneapi-src/oneAPI-samples/tree/master/Libraries/oneMKL/block_cholesky_decomposition , https://www.intel.com/content/www/us/en/docs/onemkl/get-started-guide/2024-1/overview.html#GUID-618F67AE-A641-4F48-80E6-AD6D9E70FA2F "
imkl-fftw,"aces, faster",https://www.nas.nasa.gov/hecc/support/kb/mkl-fftw-interface_204.html,,
iml,aces,,,
impi,"aces, anvil, faster, stampede3",https://www.intel.com/content/www/us/en/developer/tools/oneapi/mpi-library.html#gs.5295ue,https://www.intel.com/content/www/us/en/docs/mpi-library/developer-reference-linux/2021-12/overview.html,https://www.intel.com/content/www/us/en/docs/mpi-library/get-started-guide-linux/2021-11/overview.html
impute2,anvil,,,
infernal,"anvil, bridges-2",http://eddylab.org/infernal/,http://eddylab.org/infernal/Userguide.pdf,https://github.com/EddyRivasLab/infernal/blob/master/documentation/userguide/tutorial.tex
init_opencl,kyric,,,
inputproto,delta,,,
inq,faster,,,
inspector,kyric,https://www.intel.com/content/www/us/en/developer/tools/oneapi/inspector.html#gs.52c03e,https://www.intel.com/content/www/us/en/docs/inspector/user-guide-linux/2024-1/overview.html,"https://www.intel.com/content/www/us/en/docs/inspector/get-started-guide/2024-1/linux.html , https://www.intel.com/content/www/us/en/developer/articles/training/inspector-tutorials.html "
instrain,anvil,,,
intarna,anvil,,,
intel,"aces, anvil, bridges-2, darwin, delta, expanse, faster, kyric, stampede3",,,
intel compiler,jetstream,,,
intel_ai_toolkit,delta,,,
intel_ipp_ia32,kyric,,,
intel_ipp_intel64,kyric,,,
intel_ippcp_ia32,kyric,,,
intel_ippcp_intel64,kyric,,,
intel-advisor,bridges-2,,,
intel-ccl,bridges-2,,,
intel-compiler,bridges-2,,,
intel-compiler-rt,bridges-2,,,
intel-compiler-rt32,bridges-2,,,
intel-compiler32,bridges-2,,,
intel-compilers,"aces, faster",,,
intel-dal,bridges-2,,,
intel-debugger,bridges-2,,,
intel-dev-utilities,bridges-2,,,
intel-dnnl,bridges-2,,,
intel-dnnl-cpu-gomp,bridges-2,,,
intel-dnnl-cpu-iomp,bridges-2,,,
intel-dnnl-cpu-tbb,bridges-2,,,
intel-dpct,bridges-2,,,
intel-dpl,bridges-2,,,
intel-icc,bridges-2,,,
intel-icc32,bridges-2,,,
intel-inspector,bridges-2,,,
intel-ipp-ia32,bridges-2,,,
intel-ipp-intel64,bridges-2,,,
intel-ippcp-ia32,bridges-2,,,
intel-ippcp-intel64,bridges-2,,,
intel-itac,bridges-2,,,
intel-mkl,"anvil, bridges-2, darwin, expanse",https://www.rcac.purdue.edu/index.php/knowledge/applications/intel-mkl,https://www.intel.com/content/www/us/en/resources-documentation/developer.html#gs.5q9gn8,
intel-mkl32,bridges-2,,,
intel-mpi,"bridges-2, expanse",,,
intel-oclfpga,bridges-2,,,
intel-oneapi,"bridges-2, darwin",,,
intel-oneapi-advisor,delta,,,
intel-oneapi-compilers,delta,,,
intel-oneapi-mkl,"darwin, delta",,,
intel-oneapi-mpi,delta,,,
intel-python,"darwin, faster",,,
intel-tbb,"bridges-2, delta, expanse",,,
intel-tbb32,bridges-2,,,
intel-vtune,bridges-2,,,
intelcuda,faster,,,
intelmpi,bridges-2,,,
interproscan,"anvil, faster",,,
intltool,"aces, faster",https://freedesktop.org/wiki/Software/intltool/,https://code.launchpad.net/intltool,"https://github.com/Distrotech/intltool/blob/master/README , https://github.com/Distrotech/intltool/blob/master/doc/I18N-HOWTO "
iomkl,faster,,,
iompi,faster,,,
ior,"delta, expanse",,,
iperf3,delta,,,
ipmitool,ookami,https://github.com/ipmitool/ipmitool,https://www.mankier.com/1/ipmitool,https://www.mankier.com/1/ipmitool#Examples
ipython,"aces, faster",https://ipython.org/,https://ipython.readthedocs.io/en/stable/,https://ipython.readthedocs.io/en/stable/interactive/tutorial.html
iq-tree,expanse,,,
iqtree,anvil,,,
iqtree2,anvil,,,
irods-icommands,bridges-2,,,
isa-l,"aces, faster",https://www.intel.com/content/www/us/en/developer/tools/isa-l/overview.html,https://github.com/intel/isa-l/blob/master/doc/functions.md,"https://www.intel.com/content/www/us/en/developer/videos/intelligent-storage-acceleration-library.html , https://github.com/intel/isa-l/tree/master/examples "
isl,"aces, faster",,,
ismapper,anvil,,,
isoquant,anvil,,,
isoseq3,anvil,,,
itac,"kyric, stampede3",https://www.intel.com/content/www/us/en/developer/tools/oneapi/trace-analyzer.html,https://www.intel.com/content/www/us/en/docs/trace-analyzer-collector/user-guide-reference/2021-10/overview.html,"https://www.intel.com/content/www/us/en/docs/trace-analyzer-collector/get-started-guide/2021-10/overview.html , https://www.intel.com/content/www/us/en/docs/vtune-profiler/tutorial-vtune-itac-mpi-openmp/2020/overview.html , https://www.intel.com/content/www/us/en/docs/trace-analyzer-collector/tutorial-correctness-checking/9-1-update-2/overview-001.html "
itk,"aces, faster",https://itk.org/,https://docs.itk.org/en/latest/,"https://examples.itk.org// , https://github.com/InsightSoftwareConsortium/ScientificImageAnalysisVisualizationAndArtificialIntelligenceCourse , https://itk.org/ItkSoftwareGuide.pdf "
ivar,anvil,,,
jags,"expanse, faster",https://mcmc-jags.sourceforge.io/,https://cran.r-project.org/web/packages/rjags/rjags.pdf,https://www.sas.rochester.edu/psc/thestarlab/help/JAGS.pdf
jansson,"aces, faster",,,
jasper,"aces, expanse, faster",https://www.ece.uvic.ca/~frodo/jasper/,https://jasper-software.github.io/jasper-manual/latest/html/index.html,"https://jasper-software.github.io/jasper-manual/latest/html/lib.html#lib_intro , https://jasper-software.github.io/jasper-manual/latest/html/lib_init.html#init_setup_example_1 , https://jasper-software.github.io/jasper-manual/latest/html/apps.html#app_intro "
java,"aces, faster",https://www.oracle.com/java/,https://docs.oracle.com/en/java/javase/22/docs/api/index.html,"https://docs.oracle.com/javase/tutorial/ , https://docs.oracle.com/javase/tutorial/reallybigindex.html , https://www.w3schools.com/java/ , https://www.tutorialspoint.com/java/index.htm , https://www.codecademy.com/learn/learn-java"
jax,"aces, faster",https://github.com/google/jax,https://jax.readthedocs.io/en/latest/,"https://jax.readthedocs.io/en/latest/notebooks/quickstart.html , https://jax.readthedocs.io/en/latest/jax-101/index.html , https://jax.readthedocs.io/en/latest/advanced_guide.html "
jbigkit,"aces, faster",https://www.cl.cam.ac.uk/~mgk25/jbigkit/,https://github.com/nu774/jbigkit,https://github.com/nu774/jbigkit/tree/master/examples
jcvi,anvil,,,
jdftx,faster,https://jdftx.org/,https://jdftx.org/DevGuide.html,https://jdftx.org/Tutorials.html
jdk,darwin,,,
jellyfish,expanse,https://www.genome.umd.edu/jellyfish.html,https://github.com/gmarcais/Jellyfish/tree/master/doc,"https://github.com/gmarcais/Jellyfish/tree/master/examples , https://github.com/gmarcais/Jellyfish/tree/master#usage "
jemalloc,"aces, faster",,,
jmol,aces,,,
json-c,"aces, faster, kyric",https://github.com/json-c/json-c,https://json-c.github.io/json-c/json-c-0.17/doc/html/index.html,https://github.com/json-c/json-c/wiki/List-of-json-c-tutorials
jsoncpp,"aces, faster",https://github.com/open-source-parsers/jsoncpp,https://open-source-parsers.github.io/jsoncpp-docs/doxygen/index.html,"https://github.com/open-source-parsers/jsoncpp/wiki#code-example , https://open-source-parsers.github.io/jsoncpp-docs/doxygen/index.html#_example , https://github.com/open-source-parsers/jsoncpp/tree/master/example "
judy,faster,,,
julia,"aces, anvil, bridges-2, darwin, delta, expanse, faster, ookami",https://julialang.org/,https://docs.julialang.org/en/v1/,"https://juliaacademy.com/courses/ , https://www.youtube.com/user/JuliaLanguage/playlists , https://julialang.org/learning/tutorials/ , https://julialang.org/learning/notebooks/ "
junit,faster,,,
jupyter,"anvil, jetstream, ookami",https://jupyter.org/,https://docs.jupyter.org/en/latest/,"https://docs.jupyter.org/en/latest/use/using.html , https://docs.jupyter.org/en/latest/start/index.html "
jupyter-notebook,ookami,,,
jupyter-server,aces,,,
jupyterhub,jetstream,https://jupyter.org/hub,https://jupyterhub.readthedocs.io/en/stable/,"https://jupyterhub.readthedocs.io/en/stable/tutorial/index.html , https://jupyterhub.readthedocs.io/en/stable/howto/index.html , https://github.com/jupyterhub/jupyterhub-tutorial "
jupyterlab,"aces, jetstream",https://github.com/jupyterlab/jupyterlab,https://jupyterlab.readthedocs.io/en/stable/user/index.html,"https://jupyterlab.readthedocs.io/en/stable/getting_started/overview.html , https://www.youtube.com/watch?v=7wfPqAyYADY "
jupyterlmod,aces,,,
jupyternotebook,aces,,,
kahip,"aces, faster",https://kahip.github.io/,https://github.com/KaHIP/KaHIP,https://github.com/KaHIP/KaHIP/tree/master/examples
kaiju,anvil,,,
kakscalculator2,anvil,,,
kalign,"aces, faster",https://github.com/TimoLassmann/kalign/blob/main/doc/paper/kalign3.org,https://github.com/TimoLassmann/kalign,https://github.com/TimoLassmann/kalign#examples
kallisto,"anvil, expanse",,,
kblas-gpu,aces,,,
kbproto,delta,,,
kcachegrind,darwin,,,
kentutils,anvil,,,
keras,"aces, faster",https://keras.io/,https://keras.io/api/,"https://www.tensorflow.org/guide/keras , https://keras.io/getting_started/intro_to_keras_for_engineers/ , https://keras.io/examples/ "
khmer,anvil,,,
kim-api,"aces, faster",https://openkim.org/kim-api/,https://kim-api.readthedocs.io/en/latest/,https://github.com/openkim/kim-api/tree/master/examples
kineto,aces,https://github.com/pytorch/kineto,https://github.com/pytorch/kineto/blob/main/libkineto/README.md,https://github.com/pytorch/kineto/tree/main/libkineto/sample_programs
kissde,anvil,,,
kissplice,anvil,,,
kissplice2refgenome,anvil,,,
kma,anvil,,,
kmc,anvil,,,
kmer-jellyfish,anvil,,,
kmergenie,anvil,,,
kneaddata,anvil,,,
knime,bridges-2,,,
knitro,faster,,,
kokkos,"delta, expanse, ookami, stampede3",https://kokkos.org/,https://kokkos.org/kokkos-core-wiki/,"https://github.com/kokkos/kokkos-tutorials , https://kokkos.org/kokkos-core-wiki/videolectures.html , https://kokkos.org/kokkos-core-wiki/usecases.html "
kover,anvil,,,
kraken2,"aces, anvil, bridges-2",https://ccb.jhu.edu/software/kraken2/index.shtml,https://github.com/DerrickWood/kraken2/wiki/Manual ,"https://bioinformaticsworkbook.org/dataAnalysis/Metagenomics/Kraken.html ,https://jodyphelan.gitbook.io/tutorials/ngs/kraken3"
krakentools,anvil,,,
kyric/containers/r,kyric,,,
kyric/miniconda3,kyric,,,
kyric/spack,kyric,,,
lambda,anvil,,,
lame,"aces, faster",https://lame.sourceforge.io/,https://svn.code.sf.net/p/lame/svn/trunk/lame/USAGE,https://lame.sourceforge.io/lame_ui_example.php
lammps,"aces, anvil, bridges-2, darwin, delta, expanse, faster, ookami, stampede3",https://www.lammps.org/,https://docs.lammps.org/Manual.html,"https://www.lammps.org/tutorials.html , https://www.lammps.org/tutorials/italy14/italy_examples_Mar14.pdf , https://docs.lammps.org/Examples.html , https://www.hpc-carpentry.org/tuning_lammps/"
lapack,"darwin, ookami",https://www.netlib.org/lapack/,https://www.netlib.org/lapack/lug/lapack_lug.html,"https://www.netlib.org/lapack/lug/node145.html , https://web.physics.utah.edu/~detar/phys6720/handouts/lapack.html , https://developer.apple.com/documentation/accelerate/solving_systems_of_linear_equations_with_lapack "
lasso-python,aces,https://github.com/open-lasso-python/lasso-python,https://open-lasso-python.github.io/lasso-python/,"https://open-lasso-python.github.io/lasso-python/dyna/#d3plot-example , https://open-lasso-python.github.io/lasso-python/femzip/ "
last,anvil,,,
lastz,anvil,,,
latex,faster,,,
launcher,anvil,https://tacc.utexas.edu/research/tacc-research/launcher/,https://github.com/TACC/launcher,https://github.com/TACC/launcher/tree/master/extras/examples
lazygit,bridges-2,https://github.com/jesseduffield/lazygit,https://github.com/jesseduffield/lazygit/tree/master/docs,"https://www.youtube.com/watch?v=VDXvbHZYeKY , https://www.youtube.com/watch?v=CPLdltN7wgE "
lddt,faster,,,
ldhat,anvil,,,
ldjump,anvil,,,
ldsc,anvil,,,
learning,anvil,,,
leptonica,"aces, faster",http://www.leptonica.org/,https://tpgit.github.io/UnOfficialLeptDocs/leptonica/index.html,"http://www.leptonica.org/source/README.html , http://www.leptonica.org/library-notes.html , http://www.leptonica.org/library-overview.html "
