Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation,Example Software Use,RP Software Documentation,Version Info
gpustat,"Aces, Faster",,,,,"Gpustat is a command-line utility that provides a quick and concise overview of the GPU status and usage information on systems with NVIDIA GPUs. It displays critical details such as GPU utilization, memory usage, temperature, and the list of processes currently using the GPUs, making it an essential tool for monitoring and managing GPU resources in real-time for both development and production environments.",https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat#usage,https://github.com/wookayin/gpustat#tips,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.1
Faster: 0.6.0, 1.0.0B1, 1.1"
gpy,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,Faster: 1.10.0
gpytorch,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,Faster: 1.6.0
graalvm,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,"Faster: 21.3.0, 22.2.0"
grace,Expanse,,,,,,,,,Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: 5.1.25
gradle,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,Faster: 6.9.1
grads,Anvil,,,,,,,,,Anvil: https://www.rcac.purdue.edu/software/grads,Anvil: 2.2.1
graphblas,Aces,,,,,"SuiteSparse:GraphBLAS is a complete implementation of the GraphBLAS standard, which defines a set of sparse matrix operations on an extended algebra of semirings using an almost unlimited variety of operators and types. When applied to sparse adjacency matrices, these algebraic operations are equivalent to computations on graphs.",,,,Aces: https://hprc.tamu.edu/software/aces/,Aces: 8.2.1
graphene,"Aces, Faster",Library,,,,"Graphene is a software library that provides a collection of utilities for handling 2D graphics and computational geometry, focusing on providing a thin layer of types and functions that are useful for graphics applications. It is designed to be efficient and lightweight, offering capabilities such as matrices, vectors, rectangles, and quaternions for operations like transformations and intersections, making it a valuable tool for developers working on graphical interfaces, animations, and other visual computations.",https://ebassi.github.io/graphene/,https://ebassi.github.io/graphene/docs/,https://github.com/ebassi/graphene/wiki/Using-Graphene-from-Python,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.10.8
Faster: 1.10.8"
graphicsmagick,"Aces, Faster",,,,,"GraphicsMagick is a robust and efficient software suite for processing images, offering a rich set of command-line utilities and programming APIs for reading, writing, and manipulating an array of image formats. Renowned for its performance and quality, it supports tasks such as resizing, rotating, and color adjustments, making it a versatile tool for developers, photographers, and graphic artists in automating image processing workflows.",http://www.graphicsmagick.org/,http://www.graphicsmagick.org/GraphicsMagick.html,"http://www.graphicsmagick.org/programming.html 
https://www.tutorialspoint.com/graphicsmagick-a-powerful-image-processing-cli-tool-for-linux 
https://www.tecmint.com/graphicsmagick-image-processing-cli-tool-for-linux/ ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.3.36
Faster: 1.3.36"
graphite2,"Aces, Faster",,,,,"Graphite is a “smart font” system developed specifically to handle the complexities of lesser-known languages of the world. 
Description Source: https://graphite.sil.org/",https://graphite.sil.org/,https://graphite.sil.org/assets/resources/GDL.pdf,https://graphite.sil.org/graide_tutorial,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.3.14
Faster: 1.3.14"
graphlan,Anvil,,,,,Graphlan is a software tool for producing high-quality circular representations of taxonomic and phylogenetic trees.,,,,Anvil: https://www.rcac.purdue.edu/software/graphlan,Anvil: 1.1.3
graphmap,Anvil,,,,,"Graphmap is a novel mapper targeted at aligning long, error-prone third-generation sequencing data.",,,,Anvil: https://www.rcac.purdue.edu/software/graphmap,Anvil: 0.6.3
graphviz,"Aces, Expanse, Faster",,,,,"Graphviz is open source graph visualization software. Graph visualization is a way of representing structural information as diagrams of abstract graphs and networks. It has important applications in networking, bioinformatics, software engineering, database and web design, machine learning, and in visual interfaces for other technical domains.",,,,"Aces: https://hprc.tamu.edu/software/aces/ 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 5.0.0
Expanse: Rsjj7Kb
Faster: 2.47.2, 2.50.0, 8.1.0"
graphviz-python,Aces,,,,,Simple Python interface for Graphviz,,,,Aces: https://hprc.tamu.edu/software/aces/,Aces: 0.20.1
grass,"Aces, Faster",,,,,,,,,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 8.2.0, 8.3.1
Faster: 8.2.0"
greenlet,Aces,,,,,"greenlets are lightweight coroutines for in-process sequential concurrent programming. 
Description Source: https://pypi.org/project/greenlet/",https://github.com/python-greenlet/greenlet,https://greenlet.readthedocs.io/en/latest/,"https://greenlet.readthedocs.io/en/latest/greenlet.html 
https://greenlet.readthedocs.io/en/latest/gui_example.html#gui-example",Aces: https://hprc.tamu.edu/software/aces/,Aces: 2.0.2
gridss,Anvil,,,,,Gridss is a module software suite containing tools useful for the detection of genomic rearrangements.,,,,Anvil: https://www.rcac.purdue.edu/software/gridss,Anvil: 2.13.2
groff,"Aces, Faster",,,,,"groff (GNU roff) is a typesetting system that reads plain text input files that include formatting commands to produce output in PostScript, PDF, HTML, or DVI formats or for display to a terminal. Formatting commands can be low-level typesetting primitives, macros from a supplied package, or user-defined macros. All three approaches can be combined. 
Description Source: https://www.gnu.org/software/groff/",https://www.gnu.org/software/groff/,https://www.gnu.org/software/groff/manual/groff.html.node/index.html,"https://www.gnu.org/software/groff/manual/groff.html.node/Introduction.html 
https://www.gnu.org/software/groff/manual/groff.html.node/Basics.html 
https://www.systutorials.com/docs/linux/man/7-groff/","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.22.4, 1.23.0
Faster: 1.22.4"
gromacs,"Aces, Anvil, Bridges-2, Darwin, Delta, Expanse, Faster, Kyric, Ookami, Stampede3",Application,"Chemistry, Analysis",,Chemistry,"GROMACS (GROningen MAchine for Chemical Simulations) is a molecular dynamics package primarily designed for simulations of proteins, lipids and nucleic acids. It was originally developed in the Biophysical Chemistry department of University of Groningen, and is now maintained by contributors in universities and research centers across the world.",https://www.gromacs.org/,https://manual.gromacs.org/current/index.html,"https://tutorials.gromacs.org/ 
https://www.gromacs.org/workshop.html 
https://www.gromacs.org/tutorial_webinar.html ","Aces: https://hprc.tamu.edu/software/aces/ 
Anvil: https://www.rcac.purdue.edu/software/gromacs 
Bridges-2: https://www.psc.edu/resources/software/gromacs 
Delta: https://docs.ncsa.illinois.edu/systems/delta/en/latest/user_guide/software.html 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/ 
Ookami: https://www.stonybrook.edu/commcms/ookami/support/faq/software_on_ookami 
Stampede3: https://tacc.utexas.edu/use-tacc/software-list/","Aces: 2021.5-Cuda-11.4.1-Plumed-2.8.0, 2023.1-Cuda-11.7.0, 2023.1-Cuda-12.2.0, 2023.3-Cuda-11.8.0, ...
Anvil: 2020.2, 2021, 2021.2, 2021.3
Bridges-2: 2018, 2020.2-Cpu, 2020.4-Gpu
Delta: 2022.5.Cuda, 2022.5.X86_64
Expanse: Rspmhnj-Omp, Sbq2Qrc-Omp
Faster: 2020.5-Ramd-2.0, 2021-Constantph-2022.05.25, 2021, 2021.3, 2021.5-Cuda-11.4.1-Plumed-2.8.0, ..."
grpc,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,Faster: 1.44.0
gsd-vmd,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,Faster: V0.4.0
gseapy,Anvil,,,,,Gseapy is a python wrapper for GESA and Enrichr.,,,,Anvil: https://www.rcac.purdue.edu/software/gseapy,Anvil: 0.10.8
gsl,"Aces, Anvil, Darwin, Delta, Expanse, Faster, Stampede3",Library,Mathematics,,Mathematics,"The GNU Scientific Library (GSL) is a numerical library for C and C++ programmers. The library provides a wide range of mathematical routines such as random number generators, special functions and least-squares fitting.",https://www.gnu.org/software/gsl/,https://www.gnu.org/software/gsl/doc/html/index.html,"https://www.gnu.org/software/gsl/doc/html/usage.html 
https://www.gnu.org/software/gsl/doc/html/err.html#examples 
https://www.gnu.org/software/gsl/doc/html/linalg.html#examples ","Aces: https://hprc.tamu.edu/software/aces/ 
Anvil: https://www.rcac.purdue.edu/software/gsl 
Delta: https://docs.ncsa.illinois.edu/systems/delta/en/latest/user_guide/software.html 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/ 
Stampede3: https://tacc.utexas.edu/use-tacc/software-list/","Aces: 2.6, 2.7
Anvil: 2.4
Delta: 2.7.1
Expanse: Aji2Yx5, Gfpesxa, Ix3Kgnc, ...
Faster: 2.6, 2.7"
gslib,"Aces, Faster",,,,,A sparse communication library.,,,,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.0.8
Faster: 1.0.8"
gst-plugins-bad,"Aces, Faster",,,,,"GStreamer Bad Plug-ins is a set of plug-ins that aren't up to par compared to the rest. They might be close to being good quality, but they're missing something - be it a good code review, some documentation, a set of tests, a real live maintainer, or some actual wide use. 
Description Source: https://gstreamer.freedesktop.org/modules/gst-plugins-bad.html",https://gstreamer.freedesktop.org/modules/gst-plugins-bad.html,https://gitlab.freedesktop.org/gstreamer/gstreamer/-/tree/main/subprojects/gst-plugins-bad/docs,"https://gstreamer.freedesktop.org/documentation/tutorials/basic/index.html?gi-language=c 
https://gstreamer.freedesktop.org/documentation/tutorials/table-of-concepts.html?gi-language=c 
https://gstreamer.freedesktop.org/documentation/tutorials/index.html?gi-language=c ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.20.2
Faster: 1.20.2"
gst-plugins-base,"Aces, Faster",,,,,"GStreamer Base Plug-ins is a well-groomed and well-maintained collection of GStreamer plug-ins and elements, spanning the range of possible types of elements one would want to write for GStreamer. It also contains helper libraries and base classes useful for writing elements. A wide range of video and audio decoders, encoders, and filters are included. 
Description Source: https://gstreamer.freedesktop.org/modules/gst-plugins-base.html",https://gstreamer.freedesktop.org/modules/gst-plugins-base.html,https://gitlab.freedesktop.org/gstreamer/gstreamer/-/tree/main/subprojects/gst-plugins-base/docs,"https://gstreamer.freedesktop.org/documentation/tutorials/basic/index.html?gi-language=c 
https://gstreamer.freedesktop.org/documentation/tutorials/table-of-concepts.html?gi-language=c 
https://gstreamer.freedesktop.org/documentation/tutorials/index.html?gi-language=c ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.18.5, 1.20.2, 1.22.1
Faster: 1.16.2, 1.18.4, 1.18.5, 1.20.2, 1.22.1"
gstreamer,"Aces, Anvil, Faster",,,,,"GStreamer is a library for constructing graphs of media-handling components. The applications it supports range from simple Ogg/Vorbis playback, audio/video streaming to complex audio (mixing) and video (non-linear editing) processing. 
Description Source: https://gstreamer.freedesktop.org/",https://gstreamer.freedesktop.org/,https://gstreamer.freedesktop.org/documentation/,"https://gstreamer.freedesktop.org/documentation/tutorials/basic/index.html?gi-language=c 
https://gstreamer.freedesktop.org/documentation/tutorials/table-of-concepts.html?gi-language=c 
https://gstreamer.freedesktop.org/documentation/tutorials/index.html?gi-language=c ","Aces: https://hprc.tamu.edu/software/aces/ 
Anvil: https://www.rcac.purdue.edu/software/gstreamer 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.18.5, 1.20.2, 1.22.1, 1.22.5
Anvil: 1.16.1
Faster: 1.16.2, 1.18.4, 1.18.5, 1.20.2, 1.22.1"
gtdbtk,Anvil,,,,,GTDB-Tk is a software toolkit for assigning objective taxonomic classifications to bacterial and archaeal genomes based on the Genome Database Taxonomy GTDB.,,,,Anvil: https://www.rcac.purdue.edu/software/gtdbtk,"Anvil: 1.7.0, 2.1.0"
gthumb,Delta,,,,,,,,,Delta: https://docs.ncsa.illinois.edu/systems/delta/en/latest/user_guide/software.html,Delta: 3.12.0
gtk+,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,"Faster: 3.24.13, 3.24.23"
gtk2,"Aces, Faster",,Bioinformatics,Sciences,Biology,"GTK is a widget toolkit. Each user interface created by GTK consists of UI elements known as widgets. The GTK programming interface is based on Object Orientation; widgets are organized in a hierarchy of classes—for instance, the window widget is also a specialised container, called a “bin”, that can hold at most one child widget. A window will be able to use functions that pertain to the widget, container, bin, and window classes. 
Description Source: https://www.gtk.org/",https://www.gtk.org/,https://developer-old.gnome.org/gtk2/stable/index.html,"https://www.gtk.org/docs/getting-started/hello-world/ 
https://www.gtk.org/docs/getting-started/ 
https://www.gtk.org/docs/language-bindings/python/ ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 2.24.33
Faster: 2.24.33"
gtk3,"Aces, Faster",,Bioinformatics,Sciences,Biology,"GTK is a widget toolkit. Each user interface created by GTK consists of UI elements known as widgets. The GTK programming interface is based on Object Orientation; widgets are organized in a hierarchy of classes—for instance, the window widget is also a specialised container, called a “bin”, that can hold at most one child widget. A window will be able to use functions that pertain to the widget, container, bin, and window classes. 
Description Source: https://www.gtk.org/",https://www.gtk.org/,https://docs.gtk.org/gtk3/,"https://www.gtk.org/docs/getting-started/hello-world/ 
https://www.gtk.org/docs/getting-started/ 
https://www.gtk.org/docs/language-bindings/python/ ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 3.24.31, 3.24.35, 3.24.37
Faster: 3.24.31, 3.24.33, 3.24.35, 3.24.37"
gtk4,"Aces, Faster",,Bioinformatics,Sciences,Biology,"GTK is a widget toolkit. Each user interface created by GTK consists of UI elements known as widgets. The GTK programming interface is based on Object Orientation; widgets are organized in a hierarchy of classes—for instance, the window widget is also a specialised container, called a “bin”, that can hold at most one child widget. A window will be able to use functions that pertain to the widget, container, bin, and window classes. 
Description Source: https://www.gtk.org/",https://www.gtk.org/,https://docs.gtk.org/gtk4/,"https://www.gtk.org/docs/getting-started/hello-world/ 
https://www.gtk.org/docs/getting-started/ 
https://www.gtk.org/docs/language-bindings/python/ ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 4.7.0
Faster: 4.7.0"
