id,software_name,rp_software,description,software_type,software_class,research_area,research_discipline,id,website_links,documents,examples,area_specific,containers,rp_documents
290,coinutils,faster,"CoinUtils is an open-source collection of classes and helper functions that are generally useful to multiple COIN-OR projects. The project includes classes for storing and manipulating sparse matrices and vectors, performing matrix factorization, parsing input files in standard formats, building representations of mathematical programs, comparing floating point numbers with a tolerance, etc. Description Source:https://www.coin-or.org/projects/#ffs-tabbed-12 ",,,,,290,https://github.com/coin-or/CoinUtils,https://coin-or.github.io/CoinUtils/Doxygen/index.html,https://coin-or.github.io/user_introduction.html,,,
291,colabfold,"aces, faster","ColabFold is a web-based tool that leverages artificial intelligence to predict protein structures rapidly and accurately, making cutting-edge protein folding accessible to researchers without requiring extensive computational resources. It builds on the technology of AlphaFold by DeepMind, providing a user-friendly platform for scientific exploration and discovery in the field of bioinformatics and structural biology.",application,Bioinformatics,,,291,https://github.com/sokrypton/ColabFold,https://github.com/sokrypton/ColabFold/wiki,"https://docs.google.com/presentation/d/1mnffk23ev2QMDzGZ5w1skXEadTe54l8-Uei6ACce8eI/edit#slide=id.p , https://www.youtube.com/watch?v=Rfw7thgGTwI ",,,
292,colossal-ai,faster,,,,,,292,,,,,,
293,colossalai,faster,,,,,,293,,,,,,
294,compiler,kyric,,,,,,294,,,,,,
295,compiler-rt,kyric,,,,,,295,,,,,,
296,compiler-rt32,kyric,,,,,,296,,,,,,
297,compiler32,kyric,,,,,,297,,,,,,
298,compress-raw-zlib,faster,,,,,,298,,,,,,
299,comsol,bridges-2,"COMSOL is an advanced simulation software that provides a finite element analysis, solver, and multiphysics simulation capabilities. It allows for the modeling of complex engineering and scientific problems involving coupled phenomena across fields like electromagnetics, mechanics, fluid dynamics, and chemical engineering, offering a versatile platform for both research and industrial applications.",application,"simulation, multiphysics",Engineering,,299,https://www.comsol.com/,https://doc.comsol.com/6.2/docserver/#!/com.comsol.help.comsol/helpdesk/helpdesk.html,https://www.comsol.com/support/learning-center,,,
300,concoct,anvil,"Concoct is a program for unsupervised binning of metagenomic contigs by using nucleotide composition, coverage data in multiple samples and linkage data from paired end reads.",,,,,300,,,,,,
301,conda-env,delta,,,,,,301,,,,,,
302,control-freec,anvil,Control-freec is a tool for detection of copy-number changes and allelic imbalances (including LOH) using deep-sequencing data.,,,,,302,,,,,,
303,cooler,anvil,"Cooler is a support library for a sparse, compressed, binary persistent storage format, also called cooler, used to store genomic interaction data, such as Hi-C contact matrices.",,,,,303,,,,,,
304,coordgenlibs,"aces, faster","This is Schrödinger, Inc's 2D coordinate generation. CoordgenLibs is a computational library used for automatically generating 2D coordinates for molecular structures, facilitating their visualization and analysis in chemical informatics and drug design applications. It is part of the Schrödinger suite, designed to produce chemically meaningful and aesthetically pleasing representations of molecules.",library,,,,304,https://github.com/schrodinger/coordgenlibs,https://github.com/schrodinger/coordgenlibs/blob/master/README.md,https://github.com/schrodinger/coordgenlibs/tree/master/example_dir,,,
305,coverage,aces,,,,,,305,,,,,,
306,coverm,anvil,"Coverm is a configurable, easy to use and fast DNA read coverage and relative abundance calculator focused on metagenomics applications.",,,,,306,,,,,,
307,covgen,anvil,Covgen creates a target specific exome_full192.coverage.txt file required by MutSig.,,,,,307,,,,,,
308,cp2k,"aces, anvil, bridges-2, expanse, faster, ookami, stampede3","CP2K is a quantum chemistry and solid state physics software package that can perform atomistic simulations of solid state, liquid, molecular, periodic, material, crystal, and biological systems. Description Source:https://www.cp2k.org/",application,"simulation, modeling, quantum chemistry, physics",Sciences,Chemistry,308,https://www.cp2k.org/,https://manual.cp2k.org/trunk/,https://www.cp2k.org/exercises,,,
309,cpe,"delta, ookami","Cray Compiling Environment (CCE) consists of compilers, libraries, and utilities that perform code analysis during compilation and automatically generate highly optimized code. Compilers support numerous command-line arguments to enable manual control over compiler behavior and optimization. Supported languages include Fortran, C and C++, and UPC (Unified Parallel C). Description Source:https://cpe.ext.hpe.com/docs/cce/index.html",,,,,309,https://www.hpe.com/psnow/doc/a50002303enw,https://cpe.ext.hpe.com/docs/cce/index.html#cce,https://cpe.ext.hpe.com/docs/guides/CPE/index_user_guides.html,,,
310,cpe-nosve,ookami,"NOS/VE is a proprietary operating system of CDC in close relation to the well-renowned MULTICS operating system of MIT, see www.multicians.org. It is a virtual memory operating system, employing the 64-bit virtual mode of the Cyber 960 as opposed to the 60-bit real memory mode (CDC 6600/7600 mode) used by the NOS operating system. Both systems run concurrently on a single CPU. Description Source:https://www.cray-cyber.org/old/documentation/nosve_howto.php",,,,,310,https://www.cray-cyber.org/old/documentation/nosve_howto.php,https://www.cray-cyber.org/old/documentation/nosve_howto.php,https://cray-cyber.org/old/systems/cy960_shortguide.php,,,
311,cppunit,faster,,,,,,311,,,,,,
312,cppy,"aces, faster",A small C++ header library which makes it easier to write Python extension modules. The primary feature is a PyObject smart pointer which automatically handles reference counting and provides convenience methods for performing common object operations. Description Source:https://github.com/nucleic/cppy,library,,,,312,https://github.com/nucleic/cppy,https://cppy.readthedocs.io/en/latest/,https://cppy.readthedocs.io/en/latest/installation.html#using-cppy-in-an-extensions,,,
313,cpu,expanse,,,,,,313,,,,,,
314,cramino,anvil,"Cramino is a tool for quick quality assessment of cram and bam files, intended for long read sequencing.",,,,,314,,,,,,
315,cray,delta,,,,,,315,,,,,,
316,crisprcasfinder,anvil,"Crisprcasfinder is an updated, improved, and integrated version of CRISPRFinder and CasFinder.",,,,,316,,,,,,
317,crispresso2,anvil,CRISPResso2 is a software pipeline designed to enable rapid and intuitive interpretation of genome editing experiments.,,,,,317,,,,,,
318,crispritz,anvil,Crispritz is a software package containing 5 different tools dedicated to perform predictive analysis and result assessement on CRISPR/Cas experiments.,,,,,318,,,,,,
319,cross_match,anvil,cross_match is a general purpose utility for comparing any two DNA sequence sets using a 'banded' version of swat.,,,,,319,,,,,,
320,crossmap,anvil,Crossmap is a program for genome coordinates conversion between different assemblies.,,,,,320,,,,,,
321,cryosparc,"aces, darwin",,,,,,321,,,,,,
322,cryptography,"aces, faster",cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,,,,322,,,,,,
323,cryptsetup,kyric,,,,,,323,https://github.com/grahamgilbert/crypt,https://github.com/grahamgilbert/crypt/blob/master/README.md,https://github.com/grahamgilbert/crypt/blob/master/Example%20Crypt%20Profile.mobileconfig,,,
324,csvkit,anvil,"csvkit is a suite of command-line tools for converting to and working with CSV, the king of tabular file formats.",,,,,324,,,,,,
325,csvtk,anvil,"Csvtk is a cross-platform, efficient and practical CSV/TSV toolkit.",,,,,325,,,,,,
326,cti,delta,,,,,,326,,,,,,
327,cubegui,aces,"Cube, which is used as performance report explorer for Scalasca and Score-P, is a generic tool for displaying a multi-dimensional performance space consisting of the dimensions (i) performance metric, (ii) call path, and (iii) system resource. Each dimension can be represented as a tree, where non-leaf nodes of the tree can be collapsed or expanded to achieve the desired level of granularity. This module provides the Cube graphical report explorer.",,,,,327,,,,,,
328,cubelib,aces,"Cube, which is used as performance report explorer for Scalasca and Score-P, is a generic tool for displaying a multi-dimensional performance space consisting of the dimensions (i) performance metric, (ii) call path, and (iii) system resource. Each dimension can be represented as a tree, where non-leaf nodes of the tree can be collapsed or expanded to achieve the desired level of granularity. This module provides the Cube general purpose C++ library component and command-line tools.",,,,,328,,,,,,
329,cubewriter,aces,"Cube, which is used as performance report explorer for Scalasca and Score-P, is a generic tool for displaying a multi-dimensional performance space consisting of the dimensions (i) performance metric, (ii) call path, and (iii) system resource. Each dimension can be represented as a tree, where non-leaf nodes of the tree can be collapsed or expanded to achieve the desired level of granularity. This module provides the Cube high-performance C writer library component.",,,,,329,,,,,,
330,cuda,"aces, anvil, bridges-2, darwin, delta, expanse, faster, jetstream, ookami","The NVIDIA® CUDA® Toolkit provides a development environment for creating high performance GPU-accelerated applications. With the CUDA Toolkit, you can develop, optimize, and deploy your applications on GPU-accelerated embedded systems, desktop workstations, enterprise data centers, cloud-based platforms and HPC supercomputers. Description Source:https://developer.nvidia.com/cuda-toolkit",toolkit,"environment, AI",,,330,https://developer.nvidia.com/cuda-zone,https://docs.nvidia.com/cuda/,"https://developer.nvidia.com/how-to-cuda-c-cpp , https://youtu.be/H3AQnlpxk0c , https://youtu.be/_JgNA82325I , https://youtu.be/dB5Jxwj0PDw , https://developer.nvidia.com/cuda-toolkit ",,,
331,cuda-dcgm,expanse,,,,,,331,,,,,,
332,cuda-quantum,anvil,,,,,,332,,,,,,
333,cuda-samples,"aces, faster",Samples for CUDA Developers which demonstrates features in CUDA Toolkit,,,,,333,,,,,,
334,cuda10.2,expanse,CUDA is a parallel computing platform and programming model invented by NVIDIA. It enables dramatic increases in computing performance by harnessing the power of the graphics processing unit (GPU). Note: This package does not currently install the drivers necessary to run CUDA. These will need to be installed manually.,,,,,334,,,,,,
335,cuda11.7,expanse,,,,,,335,,,,,,
336,cudacore,"aces, faster",CUDA (formerly Compute Unified Device Architecture) is a parallel computing platform and programming model created by NVIDIA and implemented by the graphics processing units (GPUs) that they produce. CUDA gives developers access to the virtual instruction set and memory of the parallel computational elements in CUDA GPUs. Description Source:https://hprc.tamu.edu/software/aces/#,,,,,336,https://github.com/NVIDIA/cccl,https://docs.nvidia.com/cuda/cuda-c-programming-guide/,https://nvdam.widen.net/s/brxsxxtskb/dli-learning-journey-2009000-r5-web,,,
337,cudf,"aces, faster","cuDF is a GPU DataFrame library for loading joining, aggregating, filtering, and otherwise manipulating data. cuDF leverages libcudf, a blazing-fast C++/CUDA dataframe library and the Apache Arrow columnar format to provide a GPU-accelerated pandas API. Description Source:https://github.com/rapidsai/cudf",library,,,,337,https://github.com/rapidsai/cudf,https://docs.rapids.ai/api/cudf/stable/user_guide/api_docs/,"https://docs.rapids.ai/api/cudf/stable/user_guide/10min/ , https://www.youtube.com/watch?v=lV7rtDW94do, ",,,
338,cudnn,"aces, anvil, bridges-2, darwin, delta, expanse, faster","The NVIDIA CUDA® Deep Neural Network (cuDNN) is a GPU-accelerated library of primitives for deep neural networks. cuDNN provides highly tuned implementations for standard routines such as forward and backward convolution, attention, matmul, pooling, and normalization. Description Source:https://docs.nvidia.com/cudnn/index.html",library,,,,338,https://developer.nvidia.com/cudnn,https://docs.nvidia.com/cudnn/index.html,"https://docs.nvidia.com/deeplearning/cudnn/installation/overview.html , https://docs.nvidia.com/deeplearning/cudnn/archives/cudnn_765/cudnn-developer-guide/index.html ",,,
