Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation/Link,Example Software Use (link),Area-specific Examples,Containerized Version of Software,RP Documentations for Software,Pathing
cafe,anvil,application,bioinformatics,Sciences,Biology,Cafe is a computational tool for the study of gene family evolution. Description Source: https://purduercac-applications.readthedocs.io/en/latest/Biocontainers/cafe/cafe.html,https://github.com/hahnlab/CAFE5,https://hahnlab.github.io/CAFE/manual.html,https://github.com/hahnlab/CAFE5/blob/master/docs/tutorial/tutorial.md,,,,
cairo,"aces, faster",library,modeling,Computer Science,Graphics,"Cairo is a 2D graphics library with support for multiple output devices. Currently supported output targets include the X Window System (via both Xlib and XCB), Quartz, Win32, image buffers, PostScript, PDF, and SVG file output. Description Source:https://cairographics.org/",https://cairographics.org/,https://www.cairographics.org/manual/,"https://www.cairographics.org/tutorial/ , https://zetcode.com/gfx/cairo/ ",,,,
canu,"anvil, faster",application,Bioinformatics,Sciences,Biology,"Canu is a fork of the Celera Assembler, designed for high-noise single-molecule sequencing (such as the PacBio RS II/Sequel or Oxford Nanopore MinION). Description Source:https://github.com/marbl/canu",https://github.com/marbl/canu,https://canu.readthedocs.io/en/latest/,"https://canu.readthedocs.io/en/latest/quick-start.html , https://canu.readthedocs.io/en/latest/tutorial.html ",,,,
capstone,"aces, faster",framework,developer support,Computer Science,Cybersecurity,"Capstone is a lightweight multi-platform, multi-architecture disassembly framework. Description Source: https://www.capstone-engine.org/",https://www.capstone-engine.org/,https://www.capstone-engine.org/documentation.html,https://www.capstone-engine.org/documentation.html#programming,,,,
captum,aces,library,AI/ML,Computer Science,"Artificial Intelligence, Machine Learning","Captum (“comprehension” in Latin) is an open source, extensible library for model interpretability built on PyTorch. Captum helps ML researchers more easily implement interpretability algorithms that can interact with PyTorch models. It also allows researchers to quickly benchmark their work against other existing algorithms available in the library. Description Source:https://captum.ai/docs/introduction.html",https://captum.ai/,https://captum.ai/docs/introduction,https://captum.ai/tutorials/,,,,
cartopy,"aces, faster",library,modeling,Geosciences,Cartography,Cartopy is a Python package designed to make drawing maps for data analysis and visualisation easy. Description Source: https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,https://scitools.org.uk/cartopy/docs/latest/,https://github.com/SciTools/cartopy/tree/main/examples,,,,
catch2,"aces, faster",framework,developer support,General,General,"Catch2 is mainly a unit testing framework for C++, but it also provides basic micro-benchmarking features, and simple BDD macros. Description Source: https://github.com/catchorg/Catch2/tree/devel?tab=readme-ov-file",https://github.com/catchorg/Catch2,https://github.com/catchorg/Catch2/blob/devel/docs/Readme.md,https://github.com/catchorg/Catch2/blob/devel/docs/tutorial.md#top,,,,
ccache,"aces, faster",tool,Utilities,General,General,Ccache is a compiler cache. It speeds up recompilation by caching previous compilations and detecting when the same compilation is being done again. Description Source:https://ccache.dev/,https://ccache.dev/,https://linux.die.net/man/1/ccache,https://ccache.dev/manual/latest.html,,,,
ccdb,delta,tool,developer support,General,General,"CCDB: Cray's comparative debugger features a graphical user interface and extends the comparative debugging capabilities of lgdb, allowing users to easily compare data structures between two executing applications. Description Source: https://support.hpe.com/hpesc/public/docDisplay?docId=a00113984en_us&page=Cray_Debugger_Support_Tools.html",https://cpe.ext.hpe.com/docs/debugging-tools/cpedocs_ccdb/cpedocs_index_chunk.html,https://cpe.ext.hpe.com/docs/debugging-tools/cpedocs_ccdb/guide/index.html,https://support.hpe.com/hpesc/public/docDisplay?docId=a00113984en_us&page=Using_CCDB.html&docLocale=en_US,,,,
cce,delta,,,,,,,,,,,,
cce-mixed,delta,,,,,,,,,,,,
ccl,kyric,,,,,,https://ccl.clozure.com/,https://ccl.clozure.com/docs/ccl.html,https://ccl.clozure.com/docs/ccl.html#using-clozure-cl,,,,
ccs,anvil,,,,,Pbccs is a tool to generate Highly Accurate Single-Molecule Consensus Reads (HiFi Reads).,,,,,,,
cd-hit,"aces, anvil, faster",,,,,Cd-hit is a very widely used program for clustering and comparing protein or nucleotide sequences.,,,,,,,
cdat,faster,,,,,,,,,,,,
cdbtools,anvil,,,,,Cdbtools is a collection of tools used for creating indices for quick retrieval of any particular sequences from large multi-FASTA files.,,,,,,,
cdo,"aces, anvil, delta, faster, stampede3",,,,,"CDO is a collection of command line Operators to manipulate and analyse Climate and NWP model Data. Supported data formats are GRIB 1/2, netCDF 3/4, SERVICE, EXTRA and IEG. There are more than 600 operators available. Description Source:https://code.mpimet.mpg.de/projects/cdo",https://code.mpimet.mpg.de/projects/cdo,https://code.mpimet.mpg.de/projects/cdo/wiki/Cdo#Documentation,https://code.mpimet.mpg.de/projects/cdo/wiki/Tutorial,,,,
cdsapi,aces,API,,Climate/Weather,,The Climate Data Store (CDS) Application Program Interface (API) is a service providing programmatic access to CDS data. Description Source:https://cds.climate.copernicus.eu/api-how-to,https://github.com/ecmwf/cdsapi,https://confluence.ecmwf.int/display/CKB/Climate+Data+Store+%28CDS%29+API+Keywords,https://cds.climate.copernicus.eu/api-how-to,,,,
cegma,anvil,,,,,CEGMA (Core Eukaryotic Genes Mapping Approach) is a pipeline for building a set of high reliable set of gene annotations in virtually any eukaryotic genome.,,,,,,,
cellbender,anvil,,,,,Cellbender is a software package for eliminating technical artifacts from high-throughput single-cell RNA sequencing (scRNA-seq) data.,,,,,,,
cellchat,anvil,,,,,CellChat: Inference and analysis of cell-cell communication.Description Source:https://purduercac-applications.readthedocs.io/en/latest/Biocontainers/r-cellchat/r-cellchat.html,https://github.com/sqjin/CellChat,,,,,,
cellphonedb,anvil,,,,,"CellPhoneDB is a publicly available repository of curated receptors, ligands and their interactions.",,,,,,,
cellranger,anvil,,Bioinformatics,Sciences,Biology,"A set of analysis pipelines that perform sample demultiplexing, barcode processing, single cell 3' and 5' gene counting, V(D)J transcript sequence assembly and annotation, and Feature Barcode analysis from single cell data. Description Source:https://www.10xgenomics.com/support/software/cell-ranger/latest",https://www.10xgenomics.com/support/software/cell-ranger/latest,https://www.10xgenomics.com/support/software/cell-ranger/latest/resources/cr-command-line-arguments,https://www.10xgenomics.com/support/software/cell-ranger/latest/tutorials,,,,
cellranger-arc,anvil,,,,,"Cell Ranger ARC is a set of analysis pipelines that process Chromium Single Cell Multiome ATAC + Gene Expression sequencing data to generate a variety of analyses pertaining to gene expression (GEX), chromatin accessibility, and their linkage.",,,,,,,
cellranger-atac,anvil,application,Bioinformatics,Sciences,Biology,Cell Ranger ATAC is a software application for analyzing and visualizing Single Cell ATAC data produced by the 10x Genomics Chromium platform. Software Description=https://support.10xgenomics.com/single-cell-atac/software/overview/welcome,https://support.10xgenomics.com/single-cell-atac/software/overview/welcome,https://www.10xgenomics.com/support/single-cell-atac/documentation,https://pages.10xgenomics.com/sup-how-to-single-cell-atac-v2.html,,,,
cellranger-dna,anvil,,,,,,,,,,,,
cellrank,anvil,,,,,Cellrank is a toolkit to uncover cellular dynamics based on Markov state modeling of single-cell data.,,,,,,,
cellrank-krylov,anvil,,,,,Cellrank-krylov is the cellrank package with extra libraries that are useful for large datasets.,,,,,,,
cellsnp-lite,anvil,,,,,"cellSNP aims to pileup the expressed alleles in single-cell or bulk RNA-seq data, which can be directly used for donor deconvolution in multiplexed single-cell RNA-seq data, particularly with vireo, which assigns cells to donors and detects doublets, even without genotyping reference.",,,,,,,
celltypist,anvil,,,,,Celltypist is a tool for semi-automatic cell type annotation.,,,,,,,
centrifuge,anvil,,,,,"Centrifuge is a novel microbial classification engine that enables rapid, accurate, and sensitive labeling of reads and quantification of species on desktop computers.",,,,,,,
cereal,expanse,,,,,"cereal is a header-only C++11 serialization library. cereal takes arbitrary data types and reversibly turns them into different representations, such as compact binary encodings, XML, or JSON.",,,,,,,
cesm,faster,application,"Climate//Weather, Simulation, Modeling",Sciences,,"The Community Earth System Model is a fully coupled global climate model developed in collaboration with colleagues in the research community. CESM provides state of the art computer simulations of Earth's past, present, and future climate states. Description Source:https://www.cesm.ucar.edu/",https://www.cesm.ucar.edu/models/cesm2,https://escomp.github.io/CESM/versions/cesm2.2/html/introduction.html,https://www.youtube.com/playlist?list=PLsqhY3nFckOEX41g8ZUnhGT2c--5kUZ1V,,,,
cesm-deps,"aces, faster",application,"Climate//Weather, Simulation, Modeling",Sciences,,"The Community Earth System Model is a fully coupled global climate model developed in collaboration with colleagues in the research community. CESM provides state of the art computer simulations of Earth's past, present, and future climate states. Description Source:https://www.cesm.ucar.edu/",https://www.cesm.ucar.edu/models/cesm2,https://escomp.github.io/CESM/versions/cesm2.2/html/introduction.html,,,,,
cffi,"aces, faster",,,,,"C Foreign Function Interface for Python. Interact with almost any C code from Python, based on C-like declarations that you can often copy-paste from header files or documentation.",,,,,,,
cfitsio,"aces, faster",library,,,,CFITSIO is a library of C and Fortran subroutines for reading and writing data files in FITS (Flexible Image Transport System) data format. CFITSIO provides simple high-level routines for reading and writing FITS files that insulate the programmer from the internal complexities of the FITS format. Description Source:https://heasarc.gsfc.nasa.gov/fitsio/,https://heasarc.gsfc.nasa.gov/fitsio/,https://heasarc.gsfc.nasa.gov/fitsio/c/c_user/cfitsio.html,"https://heasarc.gsfc.nasa.gov/docs/software/fitsio/quick/node2.html , https://fits.gsfc.nasa.gov/fits_libraries.html#c_cfitsio , https://heasarc.gsfc.nasa.gov/docs/software/fitsio/cexamples.html",,,,
cfsan-snp-pipeline,anvil,,,,,The CFSAN SNP Pipeline is a Python-based system for the production of SNP matrices from sequence data used in the phylogenetic analysis of pathogenic organisms sequenced from samples of interest to food safety.,,,,,,,
cgal,"aces, expanse, faster",library,,,,"CGAL is an open source software project that provides easy access to efficient and reliable geometric algorithms in the form of a C++ library. CGAL is used in various areas needing geometric computation, such as geographic information systems, computer aided design, molecular biology, medical imaging, computer graphics, and robotics. Description Source:https://www.cgal.org/",https://www.cgal.org/,https://doc.cgal.org/latest/Manual/dev_manual.html,https://doc.cgal.org/latest/Manual/tutorials.html,,,,
cgns,aces,,,,,,,,,,,,
chameleon,aces,,,,,"Chameleon is a framework written in C which provides routines to solve dense general systems of linear equations, symmetric positive definite systems of linear equations and linear least squares problems, using LU, Cholesky, QR and LQ factorizations.",,,,,,,
